Accession,Description,Symbol,Peptides,PD_Detected_Peptides,Unique,100011 WT_EZR Normalized,100012 WT_EZR Normalized,100013 WT_EZR Normalized,100005 WT_CYT Normalized,100006 WT_CYT Normalized,100007 WT_CYT Normalized,100017_1 SPQC Normalized,100017_2 SPQC Normalized,100017_3 SPQC Normalized,WT_EZR_CV,WT_CYT_CV,SPQC_CV,WT_EZR_v_WT_CYT_FC,WT_EZR_v_WT_CYT_pval,Stats
P58390,Small conductance calcium-activated potassium channel protein 2 OS,Kcnn2,3,3.3.2.3.3.3,3,1915240.523,2338539.598,2004163.061,2626077.59,1957399.125,2526624.768,2324861.638,2413724.594,2990153.428,10.7,15.2,14,-1.136172,0.3357005,
Q9CQS4,Mitochondrial outer membrane protein SLC25A46 OS,Slc25a46,3,3.3.3.3.3.3,3,1558858.373,1059890.261,760036.1068,1747400.39,794499.8804,1297240.18,1543905.498,1359021.132,1177595.572,35.8,37.2,13.5,-1.136249,0.7178427,
P14106,Complement C1q subcomponent subunit B OS,C1qb,3,3.3.3.3.3.3,3,557380.9095,472376.3822,677717.043,683027.6532,544604.7827,712940.3743,623959.6543,614732.6914,652541.7823,18.1,13.9,3.13,-1.136517,0.3814679,
Q8QZS3,Folliculin OS,Flcn,2,2.2.2.2.2.2,2,19652.13238,18883.43693,14192.16712,23268.60135,20840.68466,15829.11775,13725.58129,18374.20209,11939.18532,16.8,19,22.6,-1.136753,0.4603867,
Q9CSB4,Partitioning defective 3 homolog B OS,Pard3b,8,7.7.7.8.8.8,8,709550.0647,835719.2106,777730.8364,856114.6729,797457.9598,988328.0522,500948.0941,488577.1512,548921.7089,8.16,11.1,6.22,-1.13728,0.188734,
P15208,Insulin receptor OS,Insr,3,3.1.3.2.3.3,3,245607.452,227945.0476,151432.1001,213631.5766,217477.2055,279809.066,280302.2854,257944.679,235106.8265,24,15.7,8.77,-1.137497,0.4686561,
Q791V5,Mitochondrial carrier homolog 2 OS,Mtch2,10,10.9.9.10.10.10,10,15647592.61,15051933.01,14876292.02,17124977.15,17891234.39,16850939.14,15452628.84,15151440.73,14742641.95,2.66,3.12,2.36,-1.138041,0.005747663,
P48318,Glutamate decarboxylase 1 OS,Gad1,8,8.8.8.8.8.8,7,1508140.462,1328450.78,1472300.537,1799903.814,1593275.99,1511896.931,1531385.06,1681412.146,1548992.143,6.62,9.08,5.17,-1.138362,0.1234245,
Q9JI91,Alpha-actinin-2 OS,Actn2,1,1.1.1.1.1.1,1,12215.85066,15095.10438,15306.6217,16262.56142,15825.06541,16430.31797,12388.16352,12730.00817,11544.58388,12.2,1.93,4.99,-1.138449,0.2038506,
P16056,Hepatocyte growth factor receptor OS,Met,1,1.1.1.1.1.1,1,14261.00233,14759.89523,15527.34993,17324.38168,17002.17962,16389.57464,17482.4185,19403.14763,21032.13587,4.3,2.81,9.2,-1.138454,0.01613467,
A2ARP1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS,Ppip5k1,6,6.6.6.6.6.5,4,168569.9564,148753.8426,248326.5101,229474.5551,207963.3012,206713.4827,173485.6009,196148.3925,205199.2339,28,5.96,8.53,-1.13878,0.4261372,
Q3UHN9,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS,Ndst1,1,-.1.1.1.1.1,1,6139.138486,8821.809501,6102.606383,7850.418826,7425.790812,8718.359496,2828.25812,1401.820807,6051.671618,22.2,8.24,69.5,-1.139151,0.3638426,
Q7TPV2,E3 ubiquitin-protein ligase DZIP3 OS,Dzip3,2,2.2.2.2.2.2,2,61701.06378,66084.95316,28368.6671,47461.04363,56106.19307,74351.77112,61279.82334,65363.32583,69694.75973,39.6,23.1,6.43,-1.139377,0.5953402,
Q8QZS1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS",Hibch,1,1.1.1.1.1.1,1,255688.2546,239875.2933,228181.9524,298981.9226,280773.9515,244989.743,260177.7273,300339.647,320356.4967,5.72,9.99,10.4,-1.139552,0.1488023,
Q91XV3,Brain acid soluble protein 1 OS,Basp1,1,1.1.1.1.1.1,1,65757.51698,53887.15149,36290.56416,84567.725,19870.7659,73264.84151,66453.74312,70424.99303,75325.78592,28.5,58.3,6.28,-1.139597,0.9786401,
Q922Q1,Mitochondrial amidoxime reducing component 2 OS,Mtarc2,6,6.5.6.6.6.6,6,2783678.032,2753659.882,2964435.517,3294746.852,2974940.16,3431613.565,3279568.434,3281784.876,3696292.2,4.02,7.25,7.02,-1.141091,0.07131342,
Q99L45,Eukaryotic translation initiation factor 2 subunit 2 OS,Eif2s2,3,3.3.3.3.3.3,3,322460.7976,384704.7316,318036.0295,416061.1189,308135.4752,446984.958,363158.3642,340718.9304,331231.2349,10.9,18.7,4.75,-1.142392,0.4056935,
Q91ZH7,Phospholipase ABHD3 OS,Abhd3,1,1.1.1.1.1.1,1,35758.92477,51158.6746,53625.47172,59787.00371,48058.57542,52771.42694,53237.62968,27693.2248,27329.75769,20.7,11,41.2,-1.142831,0.3858709,
Q9JMK2,Casein kinase I isoform epsilon OS,Csnk1e,8,6.6.6.8.7.8,3,1701130.054,1432422.596,1302461.64,1943623.444,1477062.764,1649510.416,1839431.806,1723425.392,1680772.152,13.8,14,4.7,-1.142962,0.2982112,
Q8C7H1,"Methylmalonic aciduria type A homolog, mitochondrial OS",Mmaa,2,1.1.2.2.2.2,2,65785.26555,29240.05985,54004.18215,77199.03053,44953.40964,48232.14229,94912.05392,77886.6867,50433.09129,37.5,31.2,30.2,-1.143294,0.6243736,
Q62178,Semaphorin-4A OS,Sema4a,4,3.3.3.4.4.4,4,902366.8035,790304.8352,778374.8259,1061908.198,677111.622,1086713.404,971150.0036,946451.5949,969981.2838,8.3,24.4,1.45,-1.143537,0.5421784,
P59823,Interleukin-1 receptor accessory protein-like 1 OS,Il1rapl1,4,4.3.4.4.4.4,4,271135.7687,246987.0423,280585.6842,361511.0702,216728.4665,335428.7244,283177.2468,303028.2048,301022.249,6.51,25.3,3.7,-1.143932,0.5593624,
P52800,Ephrin-B2 OS,Efnb2,1,1.1.1.1.1.1,1,9455.095574,17227.61999,15825.71804,14190.97016,10583.96256,23897.52916,17143.96853,16835.31929,12488.58799,29.2,42.4,16.8,-1.145007,0.7352016,
Q9CSH3,Exosome complex exonuclease RRP44 OS,Dis3,3,3.3.3.3.3.3,3,665801.7499,363649.4612,46678.65858,703516.2029,54075.27967,474598.2707,406620.2904,165155.891,59345.59886,86.3,80.2,84.6,-1.14502,0.8970232,
Q68FL6,"Methionine--tRNA ligase, cytoplasmic OS",Mars1,13,12.12.11.13.12.13,13,4086424.985,3578721.328,3134880.84,4071998.651,4212871.071,4085976.06,4117894.428,3692144.068,3514010.588,13.2,1.88,8.22,-1.145446,0.2036605,
Q9CXV1,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS",Sdhd,2,2.2.2.2.2.2,2,720402.0707,922974.8296,1141299.676,1087897.493,1047126.659,1055400.627,519605.8811,597009.9741,722569.6178,22.7,2.03,16.7,-1.145707,0.3678111,
Q3V0G7,GTPase-activating Rap/Ran-GAP domain-like protein 3 OS,Garnl3,2,2.1.2.2.2.2,2,256881.0868,256089.0914,144662.9462,287538.2461,217718.7231,248315.4999,247474.2528,260214.1166,248755.1869,29.5,13.9,2.78,-1.145886,0.4933856,
P70404,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial OS",Idh3g,7,6.7.6.7.7.7,7,8867317.167,4780338.724,4491350.876,8856933.845,4701966.332,7227912.887,5302531.553,6152630.494,5803414.142,40.5,30.2,7.43,-1.145973,0.6226565,
Q9D8X2,Coiled-coil domain-containing protein 124 OS,Ccdc124,3,3.3.3.3.3.3,3,810302.5875,954264.7372,964229.4988,921906.2767,1168535.221,1037336.35,822208.9675,1278709.168,1208522.426,9.47,11.8,22.3,-1.146211,0.2052461,
Q91ZX7,Prolow-density lipoprotein receptor-related protein 1 OS,Lrp1,24,21.23.24.23.23.24,24,6509074.503,6266140.25,7299684.893,7698956.226,8520978.471,6801551.055,6196677.297,6183663.91,6183683.762,8.08,11.2,0.121,-1.14678,0.1739629,
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS,Ngly1,2,2.2.2.2.2.2,2,195816.4648,287382.4895,309309.3772,291096.2077,342559.9035,275228.6005,217506.6754,333378.1558,359218.0882,22.8,11.6,24.9,-1.146846,0.4069338,
P20444,Protein kinase C alpha type OS,Prkca,16,14.14.13.15.15.15,16,5284263.169,3907647.664,5319453.418,5797904.922,5699964.764,5150256.19,4596936.202,5039051.402,4888948.85,16.6,6.29,4.64,-1.147247,0.2858127,
Q9EPL8,Importin-7 OS,Ipo7,4,4.4.4.4.4.4,4,424987.0604,567600.7079,572307.3592,546745.1085,623007.6053,626055.0843,406529.6487,411608.5682,480129.6995,16.1,7.51,9.5,-1.147558,0.2764108,
Q9CR57,60S ribosomal protein L14 OS,Rpl14,7,7.7.7.7.7.6,7,3517413.479,4224056.973,3669458.22,4303080.73,3674640.907,5126257.127,3440199.915,3549320.029,3280489.464,9.78,16.7,3.95,-1.148371,0.3143529,
P62761,Visinin-like protein 1 OS,Vsnl1,4,4.4.4.4.4.4,4,1012800.396,1192899.395,896568.2357,1093917.154,1127476.37,1341780.947,1349037.424,1018311.608,1114550.041,14.4,11.3,14.7,-1.148571,0.2516645,
P97813,Phospholipase D2 OS,Pld2,1,1.1.1.1.1.1,1,101595.7943,130017.4487,169316.7416,169984.2797,121675.7971,168917.981,110752.6443,105610.7686,146682.2243,25.4,18,18.5,-1.148774,0.4682397,
Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial OS",Hadhb,7,7.5.5.7.6.7,7,2254048.934,2057554.397,2052925.049,2878704.366,2224137.879,2210936.825,2598456.878,2390370.879,2602559.422,5.41,15.7,4.8,-1.149147,0.2645872,
Q9DBR2,Protein FAM13C OS,Fam13c,5,4.4.5.5.5.5,5,664212.9994,705885.6875,661489.3469,795297.487,770560.8888,769146.3668,912221.2298,881485.4202,853131.879,3.67,1.89,3.35,-1.14935,0.00974057,
P56564,Excitatory amino acid transporter 1 OS,Slc1a3,13,13.13.12.13.13.13,11,47287003.05,60613256.27,50677331,56282368.14,53744250.99,72235859.3,57313887.45,54857901.1,58815293.49,13.1,16.5,3.51,-1.149358,0.3153974,
Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B OS,Eif3b,7,7.7.7.7.7.7,7,1627852.021,1575323.713,1924315.548,2052688.326,1764379.021,2080710.766,2094942.028,2026117.028,1921310.379,11,8.91,4.34,-1.150227,0.1599544,
Q8K019,Bcl-2-associated transcription factor 1 OS,Bclaf1,8,5.6.5.8.8.8,8,2547438.981,3630503.479,3865005.251,4412760.989,3307269.471,3832389.026,4362512.628,3121707.487,3615189.047,21,14.4,16.9,-1.150302,0.3967096,
P62281,40S ribosomal protein S11 OS,Rps11,12,12.11.12.11.12.12,12,18758522.21,12284715.23,13857119.97,18122428.6,16526282.08,17007035.05,15884019.33,16592206.62,13848452.83,22.6,4.76,9.22,-1.150453,0.3413924,
Q00612,Glucose-6-phosphate 1-dehydrogenase X OS,G6pdx,9,8.8.8.8.8.9,9,1705927.989,1956546.971,1796488.208,2064372.141,2150413.477,2065787.897,1910956.575,1692529.339,1901139.729,6.97,2.35,6.72,-1.150507,0.05892567,
A2AN08,E3 ubiquitin-protein ligase UBR4 OS,Ubr4,19,18.17.16.18.19.19,19,2435104.047,2510879.904,2751199.196,2734488.932,3120050.645,3001975.28,2876134.903,2889440.459,2796704.74,6.43,6.69,1.76,-1.150618,0.05951535,
Q7TMC8,L-fucose kinase OS,Fcsk,3,3.3.3.3.3.2,3,104847.4051,82188.00381,142249.4585,115699.1476,136536.0928,126683.7224,88980.32626,119190.4427,128746.1496,27.6,8.25,18.5,-1.150733,0.4142511,
P80316,T-complex protein 1 subunit epsilon OS,Cct5,40,39.39.38.40.38.40,39,44152954.45,48235650.3,45057238.03,52193285.38,47598307.69,58386659.76,45238114.95,44747413.32,45156360.41,4.68,10.3,0.584,-1.150841,0.1306054,
P62245,40S ribosomal protein S15a OS,Rps15a,9,9.8.9.9.9.9,9,14152658.05,11018717.83,13249753.4,15961506.47,12509094.28,15755806.11,14071751.67,13997711.07,12674106.1,12.6,13.1,5.79,-1.151096,0.26814,
Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein OS,Hspg2,3,3.3.3.3.3.3,3,109285.8073,121917.4199,91625.80004,129698.6146,124209.7173,117709.7714,125561.7764,117303.657,116491.4417,14.1,4.84,4.19,-1.15113,0.2132036,
Q9EPW0,Inositol polyphosphate-4-phosphatase type I A OS,Inpp4a,6,6.6.5.6.5.6,6,1430877.839,1311576.756,1181086.557,1688785.56,1278987.926,1549163.206,1393330.132,858078.8839,1318242.593,9.55,13.8,24.4,-1.15124,0.2474994,
Q8BQZ4,Ral GTPase-activating protein subunit beta OS,Ralgapb,9,9.9.9.9.9.8,9,1063393.895,1109582.267,1401065.496,1339374.717,1504255.788,1271119.162,1336499.251,1262090.988,1296510.348,15.4,8.74,2.87,-1.151288,0.2316288,
Q9CYH2,Peroxiredoxin-like 2A OS,Prxl2a,5,5.5.5.5.5.5,5,704892.6798,724378.3562,702903.3694,857021.3584,685977.8529,912119.9438,788000.9703,782054.4337,774640.9649,1.67,14.4,0.856,-1.151463,0.260971,
Q9QYY0,GRB2-associated-binding protein 1 OS,Gab1,11,10.10.10.11.11.11,11,2783407.73,3256114.992,2865184.914,3488880.421,2908276.568,3859178.659,2963907.421,3043239.499,2977207.599,8.51,14,1.42,-1.151788,0.2423824,
Q80XN0,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS",Bdh1,20,20.18.19.19.19.19,20,37848265,25954679.25,32307571.38,41391840.82,30763701.8,38545730.09,33820378.81,33197225.48,35042597.4,18.6,14.9,2.76,-1.151812,0.3638589,
Q61081,Hsp90 co-chaperone Cdc37 OS,Cdc37,5,5.5.5.5.5.5,5,621004.5063,449244.8809,509794.4186,726485.5485,470180.4508,623389.3118,626923.2741,556083.226,590256.7449,16.5,21.3,5.99,-1.151902,0.4475646,
Q8C5D8,E3 SUMO-protein ligase PIAS2 OS,Pias2,2,1.1.1.2.2.2,2,137995540.4,119806937.9,138626099.4,161204805.6,143966171.2,151535249.4,155363999.6,174419172.8,179269935.8,8.09,5.68,7.45,-1.152052,0.07797444,
O55128,Histone deacetylase complex subunit SAP18 OS,Sap18,3,3.3.3.3.3.3,3,117870.8378,113741.336,69910.02959,120265.3185,86969.61441,140135.1451,118728.3369,121343.1667,112247.4945,26.4,23.2,3.99,-1.152055,0.5354579,
Q8JZP2,Synapsin-3 OS,Syn3,9,8.8.9.9.9.8,9,2303530.936,2196222.942,2063452.601,2649357.614,2540062.903,2377242.006,2209619.927,2176201.036,2400261.64,5.5,5.43,5.34,-1.152891,0.03374694,
Q9CQW1,Synaptobrevin homolog YKT6 OS,Ykt6,9,8.7.9.8.8.9,9,2865835.826,3407856.728,3393817.646,3479079.429,3255299.371,4412879.909,3794438.575,3526410.399,3622357.383,9.59,16.5,3.72,-1.153064,0.2883475,
P70349,Adenosine 5'-monophosphoramidase HINT1 OS,Hint1,6,5.5.6.6.6.6,6,7805440.666,6576945.404,10958307.5,9084090.536,10462304.02,9675657.41,8144056.876,9584619.583,9713683.633,26.8,7.1,9.53,-1.153167,0.3902048,
Q8BXK8,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS",Agap1,5,4.5.4.5.5.5,3,888163.771,811948.393,786935.1161,955009.4323,790340.952,1122650.718,857060.594,767414.8151,775111.4577,6.36,17.4,6.21,-1.153175,0.3183439,
Q8BGN8,Synaptoporin OS,Synpr,2,2.2.2.2.2.2,2,392997.9669,374273.5446,511587.5432,493448.5501,492285.3982,489437.9324,449229.6534,556103.8372,514045.0244,17.5,0.42,10.6,-1.153506,0.2567784,
Q9CWD3,Nucleoside diphosphate-linked moiety X motif 17 OS,Nudt17,1,1.-.1.1.-.1,1,19693.34023,28087.7527,22320.21638,25910.69546,23972.44142,30993.15196,47326.82811,26097.3075,14870.42604,18.4,13.4,56,-1.153706,0.3198047,
Q9CPS6,Adenosine 5'-monophosphoramidase HINT3 OS,Hint3,2,2.1.2.2.2.2,2,24761.44952,15196.9856,18707.43297,23797.78813,13610.30014,30309.05496,23874.72977,16803.89787,18335.74134,24.7,37.3,18.9,-1.154285,0.7128827,
P58404,Striatin-4 OS,Strn4,17,17.16.17.16.17.16,16,6567281.173,7593956.039,7667753.369,7954023.973,8588841.397,8656467.07,7581798.431,7646099.014,7799390.967,8.45,4.61,1.46,-1.154398,0.08178399,
Q99104,Unconventional myosin-Va OS,Myo5a,45,41.37.40.44.41.44,45,14924085.39,13392689.62,16458497.01,17073296.57,18280121.39,16354318.7,15069862.18,15947567.73,15795264.03,10.3,5.65,3.01,-1.154828,0.1169164,
Q924K8,Metastasis-associated protein MTA3 OS,Mta3,4,4.4.4.4.4.4,4,89600.10037,62958.17786,55732.80392,90102.48683,82337.74825,68106.78376,74283.07736,71197.06301,80053.67997,25.7,13.9,5.98,-1.15486,0.4031753,
Q9R0P5,Destrin OS,Dstn,9,8.7.8.8.9.8,9,6909328.667,5476356.92,4645010.733,7596485.24,4291763.557,7781314.148,5642287.368,6311951.804,4945725.661,20.2,29.9,12.1,-1.154948,0.6232439,
Q9D1E8,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS,Agpat5,3,2.2.3.3.3.3,3,1172516.238,1267138.188,1137774.267,1476589.283,1511074.32,1144098.126,1260970.122,1081021.691,1147107.971,5.61,14.7,7.83,-1.154953,0.2594713,
O35098,Dihydropyrimidinase-related protein 4 OS,Dpysl4,22,21.22.22.22.21.22,22,37200606.81,34600679.32,29523320.05,41421865.16,34163648.66,41492326.02,37635169.3,38492923.13,37808739.46,11.6,10.8,1.19,-1.155473,0.1976047,
Q62108,Disks large homolog 4 OS,Dlg4,8,8.7.7.8.6.8,8,3763423.469,3298072.34,4037003.999,4551120.743,4273965.669,4001616.244,3980041.003,3894111.558,3789773.934,10.1,6.43,2.45,-1.155715,0.1168759,
Q920P3,BMP/retinoic acid-inducible neural-specific protein 1 OS,Brinp1,9,9.9.9.9.9.9,9,834620.9852,753216.35,968278.9237,1130482.378,956613.2213,867660.7209,965623.1761,893307.7381,943094.4264,12.7,13.6,3.96,-1.155955,0.2462488,
Q9CXR1,Dehydrogenase/reductase SDR family member 7 OS,Dhrs7,2,2.2.2.2.2.2,2,373108.655,293050.5997,371559.9823,407072.0174,475886.2346,316935.5571,340052.9273,426499.2654,384291.5588,13.2,19.9,11.3,-1.15628,0.3966873,
Q9Z2H2,Regulator of G-protein signaling 6 OS,Rgs6,7,7.7.7.7.7.7,5,843070.55,901434.5267,802412.3929,1116644.557,850195.9091,979108.174,846448.3961,910608.1455,957366.1569,5.86,13.6,6.15,-1.156672,0.2089583,
O88935,Synapsin-1 OS,Syn1,27,27.27.27.26.27.26,24,54307551.2,40371331.75,42136345.99,66095727.66,47114922.23,45078879.2,48481537.03,49580048.07,49399778.41,16.6,22,1.2,-1.156958,0.4146928,
P52480,Pyruvate kinase PKM OS,Pkm,51,51.48.49.48.51.48,51,171319876.1,147228653.7,171214472.2,205857287.2,180787093.8,180149716.6,172441357.8,165587715.2,165435628.6,8.5,7.76,2.38,-1.157282,0.09460906,
A3KGV1,Outer dense fiber protein 2 OS,Odf2,3,2.3.2.3.3.2,3,886729.4504,755667.3692,935524.014,1020334.675,606003.9635,1357082.918,1326309.69,1259564.239,1814484.021,10.8,37.8,20.7,-1.157298,0.7250354,
Q9QZB9,Dynactin subunit 5 OS,Dctn5,2,1.1.1.2.2.2,2,492730.8785,476852.7465,480017.3291,611927.1465,483586.7896,582266.031,592949.4037,589219.2903,657958.1476,1.74,12,6.3,-1.157408,0.1852393,
Q66JZ4,"T-cell activation inhibitor, mitochondrial OS",TCAIM,1,1.1.-.1.1.-,1,15846.16221,17903.63261,13187.24884,25696.9368,11537.83581,17099.43009,1897.183234,7730.838865,13995.52459,15.1,39.4,76.8,-1.157597,0.7140955,
Q62441,Transducin-like enhancer protein 4 OS,Tle4,2,2.2.2.2.2.2,2,39777.11035,56574.48035,39325.5716,44480.06564,52209.30278,60381.49039,54846.35823,51380.23688,40114.42834,21.7,15.2,15.8,-1.157681,0.36442,
Q8VI36,Paxillin OS,Pxn,8,7.7.7.7.7.7,8,1074281.638,1341544.166,1363599.606,1410324.183,1354214.154,1613697.821,996281.2793,1785647.913,1403683.337,12.8,9.36,28.3,-1.15844,0.1924964,
Q9Z321,DNA topoisomerase 3-beta-1 OS,Top3b,1,1.1.1.1.1.1,1,16293.01875,17052.73245,17481.08746,16205.52774,21045.8369,21649.39657,27226.43443,25408.357,23768.50134,3.55,15.2,6.79,-1.158852,0.2666075,
Q64012,RNA-binding protein Raly OS,Raly,2,2.2.2.2.2.2,2,919794.775,989809.188,910659.9519,1055578.495,912246.686,1300712.617,1034264.94,1161618.893,1228222.069,4.61,18,8.63,-1.158947,0.3119618,
Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS",Dlat,12,12.11.12.11.12.12,12,10012970.37,10242617.64,10266712.43,13775003.92,10371745.87,11230028.67,11958081.39,11318121.89,11418712.38,1.38,15,2.98,-1.159047,0.2378149,
Q9D4H4,Angiomotin-like protein 1 OS,Amotl1,2,2.2.2.2.2.2,2,63494.33025,76390.06558,54235.91134,81451.77397,96497.61274,47152.30829,55958.10491,71435.41862,67180.67523,17.2,33.7,12.3,-1.159599,0.6656978,
Q3UTQ8,Cyclin-dependent kinase-like 5 OS,Cdkl5,5,5.4.5.5.5.5,5,267606.5766,147514.5661,157294.4269,282825.4213,152686.7967,228376.1534,223701.5736,235909.9343,192928.4679,35,29.5,10.2,-1.159801,0.5868579,
Q9CQN1,"Heat shock protein 75 kDa, mitochondrial OS",Trap1,4,4.4.4.4.4.4,4,699085.3903,392939.4763,584612.4974,792649.605,584680.4765,567255.3035,519919.0296,650344.2174,586183.0934,27.7,19.3,11.1,-1.159813,0.4676131,
Q9CYN2,Signalptidase complex subunit 2 OS,Spcs2,4,4.4.4.4.4.4,4,988907.0671,822365.1552,742692.1142,1083617.736,879468.719,1001740.534,1246907.842,978801.7116,943615.1543,14.8,10.4,15.7,-1.160873,0.2211658,
O89053,Coronin-1A OS,Coro1a,19,18.18.17.18.18.17,18,10789660.97,9534887.07,13589195.68,13739589.01,13597182.84,12051746.49,11253120.54,12277001.2,12118935.16,18.4,7.13,4.64,-1.161432,0.2627998,
Q9QZX7,Serine racemase OS,Srr,6,6.6.6.6.6.6,6,3615864.525,2944861.528,3603207.043,4219033.948,3784527.082,3801527.017,3548850.363,3513271.243,3617974.567,11.3,6.25,1.5,-1.161468,0.1391826,
Q8R554,OTU domain-containing protein 7A OS,Otud7a,1,1.1.1.1.1.1,1,35030.24499,29873.66094,25532.90123,39853.8518,36561.19711,28646.57247,33728.19293,40959.18055,34137.49439,15.8,16.4,11.2,-1.161713,0.3315484,
Q9JJ80,Ribosome production factor 2 homolog OS,Rpf2,1,1.1.1.1.-.1,1,17556.40864,10011.12756,14541.58328,16499.88332,17036.97479,15416.85733,17209.77528,14707.67841,15114.85866,27.1,5.06,8.56,-1.162544,0.3982609,
P24527,Leukotriene A-4 hydrolase OS,Lta4h,10,10.8.10.10.10.10,10,1996251.435,2204820.065,1947009.587,2576084.084,1852557.971,2721457.786,2521147.676,2401782.053,2262121.442,6.68,19.5,5.41,-1.162981,0.3693525,
Q9Z2A0,3-phosphoinositide-dependent protein kinase 1 OS,Pdpk1,1,1.1.1.1.1.1,1,236232.2434,114643.5044,129502.0708,272250.7376,96420.44296,190052.4011,143819.1124,178014.1204,186035.9704,41.4,47.2,13.2,-1.163092,0.7725678,
A2A6T1,Cerebellar degeneration-related protein 2-like OS,Cdr2l,2,2.2.2.2.2.2,2,135147.6684,184831.9802,170341.1436,129915.3675,296440.573,144028.1991,179530.8822,175742.8232,203088.2932,15.6,48.6,7.96,-1.163288,0.77349,
Q8VEK3,Heterogeneous nuclear ribonucleoprotein U OS,Hnrnpu,39,34.34.33.35.33.38,39,32526561.92,29852125.67,34586345.9,35565043.49,37293393.39,39972757.31,36173995.67,37630309.23,36842879.53,7.34,5.9,1.98,-1.163628,0.05209968,
Q04690,Neurofibromin OS,Nf1,16,13.14.15.16.15.16,16,1613002.032,1922921.159,2101008.712,1943912.701,2357520.374,2260504.132,1717825.852,1696340.6,1814459.301,13.1,9.89,3.61,-1.164097,0.1927276,
Q8BI84,Transport and Golgi organization protein 1 homolog OS,Mia3,6,3.4.5.6.6.6,6,224484.6737,288612.4317,173783.1974,275061.4278,265258.6862,259361.037,197348.0187,217805.8536,202996.4987,25.1,2.98,5.13,-1.164222,0.3585615,
Q8C031,Leucine-rich repeat-containing protein 4C OS,Lrrc4c,3,3.2.3.3.2.3,3,279865.2643,375866.7629,389248.2957,324565.6909,522451.864,369766.2964,410301.4475,276873.6227,297453.9489,17.1,25.6,21.9,-1.164408,0.4695308,
Q9ESJ4,NCK-interacting protein with SH3 domain OS,Nckipsd,7,6.6.6.7.7.7,7,1058683.732,910379.045,773362.7945,1352158.266,879388.2965,962227.8633,1092519.453,997847.148,1172575.56,15.6,23.7,8.04,-1.16458,0.4264498,
Q80U56,Late secretory pathway protein AVL9 homolog OS,Avl9,3,3.3.2.3.1.3,3,450952.6215,361013.5974,425597.426,530191.4293,379633.7499,531654.7317,492959.557,494167.7707,455497.9106,11.2,18.2,4.57,-1.164772,0.3408714,
O35166,Golgi SNAP receptor complex member 2 OS,Gosr2,1,1.1.1.1.1.1,1,95732.10852,141128.2736,77555.23832,111468.9392,110915.5655,143925.9642,111220.9858,126876.5046,137756.5765,31.2,15.5,10.6,-1.165052,0.4345468,
Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS",Etfdh,10,10.10.10.10.10.9,10,2396674.164,2408187.106,2508329.056,3098478.257,2995680.93,2426704.713,2558546.943,2563016.141,2727253.032,2.52,12.7,3.67,-1.165136,0.190253,
Q9D0R2,"Threonine--tRNA ligase 1, cytoplasmic OS",Tars1,7,6.4.4.7.6.6,7,1210404.292,865393.524,941086.7731,1258137.839,1270126.895,989444.4812,911634.8339,965120.0986,956998.9647,18,13.5,3.05,-1.166007,0.294291,
Q501J6,Probable ATP-dependent RNA helicase DDX17 OS,Ddx17,3,3.3.3.3.3.3,3,718626.6695,514237.463,442755.6506,569877.9845,756839.8855,627481.9621,1014788.181,1147701.032,1118432.001,25.6,14.7,6.39,-1.166255,0.38124,
